date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:14	4885/4885	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:10%20GMT	https://static.wixstatic.com/media/42809c_2de169f50b504654845b517a8c565a61~mv2.jpg/v1/fill/w_96,h_75,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WhatsApp%20Image%202025-01-15%20at%2015_55_55_8c3f1c4f.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_2de169f50b504654845b517a8c565a61_mv2.jpg/v1/fill/w_96,h_75,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WhatsApp%20Image%202025-01-15%20at%2015_55_55_8c3f1c4f.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:15	3583/3583	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:11%20GMT	https://static.wixstatic.com/media/42809c_f1e65ff0490b4aa9aba6570d2efc1df9~mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_f1e65ff0490b4aa9aba6570d2efc1df9~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_f1e65ff0490b4aa9aba6570d2efc1df9_mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_f1e65ff0490b4aa9aba6570d2efc1df9_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:15	3113/3113	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:11%20GMT	https://static.wixstatic.com/media/42809c_440b6fde8a0b48ca9619a8b1fc065734~mv2.jpg/v1/fill/w_126,h_95,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_440b6fde8a0b48ca9619a8b1fc065734~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_440b6fde8a0b48ca9619a8b1fc065734_mv2.jpg/v1/fill/w_126,h_95,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_440b6fde8a0b48ca9619a8b1fc065734_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:16	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:15%20GMT	https://hunderresidency0.wixsite.com/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/media/emptystate.85a4add5.b.delayed	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:16	39961/39961	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:14%20GMT	https://static.wixstatic.com/media/42809c_031ee28f744446f18d236d3590dc9ae9~mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/42809c_031ee28f744446f18d236d3590dc9ae9~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_031ee28f744446f18d236d3590dc9ae9_mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/42809c_031ee28f744446f18d236d3590dc9ae9_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:17	49276/49276	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:15%20GMT	https://static.wixstatic.com/media/42809c_dbcdc0442d574075b9dfe9d0a1a13f33~mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/42809c_dbcdc0442d574075b9dfe9d0a1a13f33~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_dbcdc0442d574075b9dfe9d0a1a13f33_mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/42809c_dbcdc0442d574075b9dfe9d0a1a13f33_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:17	14894/14894	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:15%20GMT	https://static.wixstatic.com/media/42809c_c9fddc7016844504adadfcb120f3bad5~mv2.jpeg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_c9fddc7016844504adadfcb120f3bad5~mv2.jpeg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_c9fddc7016844504adadfcb120f3bad5_mv2.jpeg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_c9fddc7016844504adadfcb120f3bad5_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:17	50669/50669	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:16%20GMT	https://static.wixstatic.com/media/42809c_729ff7dd49864722940f0236d5ce5c16~mv2.jpg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_729ff7dd49864722940f0236d5ce5c16~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_729ff7dd49864722940f0236d5ce5c16_mv2.jpg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_729ff7dd49864722940f0236d5ce5c16_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:17	37265/37265	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:17%20GMT	https://static.wixstatic.com/media/42809c_f851472566e1458cb0b168c0f1a07fb7~mv2.jpg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_f851472566e1458cb0b168c0f1a07fb7~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_f851472566e1458cb0b168c0f1a07fb7_mv2.jpg/v1/fit/w_473,h_477,q_90,enc_avif,quality_auto/42809c_f851472566e1458cb0b168c0f1a07fb7_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:18	3583/3583	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:18%20GMT	https://static.wixstatic.com/media/42809c_9f9522e365c44b72a168e827e44c2897~mv2.jpg/v1/fill/w_142,h_95,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_9f9522e365c44b72a168e827e44c2897~mv2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/42809c_9f9522e365c44b72a168e827e44c2897_mv2.jpg/v1/fill/w_142,h_95,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/42809c_9f9522e365c44b72a168e827e44c2897_mv2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:18	915/915	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Apr%202025%2007:21:18%20GMT	https://static.wixstatic.com/media/a9ff3b_e630dab1211b433ba1955369e2f15c16.png/v1/fill/w_20,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/a9ff3b_e630dab1211b433ba1955369e2f15c16.png	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a9ff3b_e630dab1211b433ba1955369e2f15c16.png/v1/fill/w_20,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/a9ff3b_e630dab1211b433ba1955369e2f15c16.png	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:19	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:19	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:20	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:18%20GMT	https://hunderresidency0.wixsite.com/envelope/	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/envelope/index.html	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:20	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:18%20GMT	https://hunderresidency0.wixsite.com/api/	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/api/index.html	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:20	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:19%20GMT	https://hunderresidency0.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/sitemap.15.delayed	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:21	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:20%20GMT	https://hunderresidency0.wixsite.com/feed.xml	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/feed.16.delayed	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:22	135836/135836	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b9d3e1536390ddfedc5f16a41cbf27f7%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.adf6f190.bundle.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.adf6f190.bundle.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:22	264241/264241	---M-Z	200	added ('OK')	application/javascript	etag:W/%22196cfffc7f733853e4388576b242b61d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.efa82db0.bundle.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/services/wix-thunderbolt/dist/main.efa82db0.bundle.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:22	152/152	---M--	200	added ('OK')	application/javascript	etag:%2217dc6142a5674dc31c4e4ac8ab3502fc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:23	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:23	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:24	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:24	5943/5943	---M-Z	200	added ('OK')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:25	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:24%20GMT	https://hunderresidency0.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/decodeURIComponent(e.1e.delayed	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:25	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://hunderresidency0.wixsite.com/homestay-3)
15:22:27	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:25%20GMT	https://hunderresidency0.wixsite.com/homestay-3/s	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/s.20.delayed	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:29	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:27%20GMT	https://hunderresidency0.wixsite.com/homestay-3/t	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/t.21.delayed	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:30	2110/2110	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:37%20GMT	https://static.wixstatic.com/media/a3c153_ea643fa0bec04606b8e22e51e7d510b4~mv2.jpg/v1/crop/x_0,y_24,w_4586,h_3377/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/2.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_ea643fa0bec04606b8e22e51e7d510b4_mv2.jpg/v1/crop/x_0,y_24,w_4586,h_3377/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/2.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:30	2254/2254	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:38%20GMT	https://static.wixstatic.com/media/a3c153_d272d21cf9724e17be9e01ffe7173b88~mv2.jpg/v1/crop/x_10,y_32,w_4566,h_3367/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/3.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_d272d21cf9724e17be9e01ffe7173b88_mv2.jpg/v1/crop/x_10,y_32,w_4566,h_3367/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/3.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:30	2304/2304	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:39%20GMT	https://static.wixstatic.com/media/a3c153_91dc165103f9438bbc9a0216b278a11d~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/1.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_91dc165103f9438bbc9a0216b278a11d_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/1.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:30	2274/2274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:40%20GMT	https://static.wixstatic.com/media/a3c153_0225bd316b414eb88d3358ba488bde5e~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/4.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_0225bd316b414eb88d3358ba488bde5e_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/4.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:31	2155/2155	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:40%20GMT	https://static.wixstatic.com/media/a3c153_52445da233db4ab6ba88eab5b99650de~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/6.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_52445da233db4ab6ba88eab5b99650de_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/6.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:31	1827/1827	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:41%20GMT	https://static.wixstatic.com/media/a3c153_2f3667a1cdf7440090d33d9145f6ba02~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/3.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_2f3667a1cdf7440090d33d9145f6ba02_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/3.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:31	2094/2094	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:41%20GMT	https://static.wixstatic.com/media/a3c153_e1cd56ab05334f948876e7f1e1f372f4~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/9.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_e1cd56ab05334f948876e7f1e1f372f4_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/9.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:32	2335/2335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:42%20GMT	https://static.wixstatic.com/media/a3c153_4fbf193471274b32a3b02f343c685b14~mv2.jpg/v1/crop/x_10,y_32,w_4566,h_3367/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_4fbf193471274b32a3b02f343c685b14_mv2.jpg/v1/crop/x_10,y_32,w_4566,h_3367/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/7.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:32	2436/2436	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Apr%202025%2007:21:43%20GMT	https://static.wixstatic.com/media/a3c153_8396ba861be2464eb57b1641c279ffcb~mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/8.jpg	C:/My%20Web%20Sites/hhhhhhhhhhhh/static.wixstatic.com/media/a3c153_8396ba861be2464eb57b1641c279ffcb_mv2.jpg/v1/crop/x_0,y_32,w_4586,h_3364/fill/w_114,h_84,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/8.jpg	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:33	2506/2506	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2023%20Apr%202025%2009:52:32%20GMT	https://hunderresidency0.wixsite.com/homestay-3/robots.txt	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/robots.2b.delayed	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:35	267/267	---M--	200	added ('OK')	text/xml	etag:W/%2210b-XLE0fgTLrvPfYFkrEFuWBR8fwFA%22	https://hunderresidency0.wixsite.com/homestay-3/sitemap.xml	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/sitemap.xml	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:36	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2009:52:34%20GMT	https://hunderresidency0.wixsite.com/homestay-3/feed.xml	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/feed.2d.delayed	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
15:22:37	2506/2506	---MCZ	400	error ('Bad%20Request')	text/html	date:Wed,%2023%20Apr%202025%2009:52:35%20GMT	https://hunderresidency0.wixsite.com/homestay-3/decodeURIComponent(e	C:/My%20Web%20Sites/hhhhhhhhhhhh/hunderresidency0.wixsite.com/homestay-3/decodeURIComponent(e.2e.delayed	(from https://hunderresidency0.wixsite.com/homestay-3/team-4)
